"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Antti Raanta","ANTTI.RAANTA","8477293","13-14","CHI","G","L",1989-05-12,24,2007,NA,NA,25,1396.67,60.8,590.51,815.85,54.03,89.7,92.55,93.38,-0.83,-10.02,-6.77
"Antti Raanta","ANTTI.RAANTA","8477293","14-15","CHI","G","L",1989-05-12,25,2007,NA,NA,14,792.18,25.18,390.19,521.29,30.82,93.55,95.17,94.09,1.08,8.09,5.64
"Antti Raanta","ANTTI.RAANTA","8477293","15-16","NYR","G","L",1989-05-12,26,2007,NA,NA,25,1150.35,43.01,528.47,741.5,51.7,91.86,94.2,93.03,1.17,2.02,8.69
"Antti Raanta","ANTTI.RAANTA","8477293","16-17","NYR","G","L",1989-05-12,27,2007,NA,NA,30,1617.33,60.88,772.12,1067.37,67.61,92.12,94.3,93.67,0.63,5.87,6.73
"Antti Raanta","ANTTI.RAANTA","8477293","17-18","ARI","G","L",1989-05-12,28,2007,NA,NA,47,2599.05,98.07,1397.5,2044.37,123.21,92.98,95.2,93.97,1.23,24.51,25.14
"Antti Raanta","ANTTI.RAANTA","8477293","18-19","ARI","G","L",1989-05-12,29,2007,NA,NA,12,687.1,34.27,356.87,514.5,33.57,90.4,93.34,93.48,-0.14,-2.1,-0.7
"Antti Raanta","ANTTI.RAANTA","8477293","19-20","ARI","G","L",1989-05-12,30,2007,NA,NA,33,1822.9,79.87,1009.92,1426.51,85.51,92.09,94.4,94.01,0.4,11.39,5.64
"Antti Raanta","ANTTI.RAANTA","8477293","20-21","ARI","G","L",1989-05-12,31,2007,NA,NA,12,678.83,38.79,403.47,559.34,36.87,90.39,93.07,93.41,-0.34,-1.66,-1.92
"Antti Raanta","ANTTI.RAANTA","8477293","21-22","CAR","G","L",1989-05-12,32,2007,NA,NA,28,1516.63,61.32,698.86,963.1,69.76,91.23,93.63,92.76,0.88,3.54,8.44
"Artyom Zagidulin","ARTYOM.ZAGIDULIN","8481501","20-21","CGY","G","L",1995-08-08,25,2013,NA,NA,1,28.22,1.98,12.14,22.18,1.02,83.69,91.07,95.4,-4.33,-0.86,-0.96
"Arvid Soderblom","ARVID.SODERBLOM","8482821","21-22","CHI","G","L",1999-08-19,22,2017,NA,NA,3,155.82,13.73,104.9,141.13,8.38,86.91,90.27,94.06,-3.79,-4,-5.35
"Ben Bishop","BEN.BISHOP","8471750","08-09","STL","G","L",1986-11-21,21,2005,3,85,6,244.98,11.66,113.01,177.91,11.51,89.68,93.45,93.53,-0.08,-1.32,-0.15
"Ben Bishop","BEN.BISHOP","8471750","10-11","STL","G","L",1986-11-21,23,2005,3,85,7,368.82,17.76,166.46,223.17,14.41,89.33,92.04,93.54,-1.5,-3.24,-3.35
"Ben Bishop","BEN.BISHOP","8471750","11-12","OTT","G","L",1986-11-21,24,2005,3,85,10,531.65,22.88,250.16,334.21,20.84,90.85,93.15,93.76,-0.61,-1.23,-2.04
"Ben Bishop","BEN.BISHOP","8471750","12-13","OTT/T.B","G","L",1986-11-21,25,2005,3,85,22,1260.63,55.89,709.3,976.98,58.11,92.12,94.28,94.05,0.23,6.58,2.22
"Ben Bishop","BEN.BISHOP","8471750","13-14","T.B","G","L",1986-11-21,26,2005,3,85,63,3586.35,131.99,1738.1,2443.48,144.05,92.41,94.6,94.1,0.49,17.47,12.06
"Ben Bishop","BEN.BISHOP","8471750","14-15","T.B","G","L",1986-11-21,27,2005,3,85,62,3519,135.38,1604.9,2243.13,133.32,91.56,93.96,94.06,-0.09,1.48,-2.06
"Ben Bishop","BEN.BISHOP","8471750","15-16","T.B","G","L",1986-11-21,28,2005,3,85,61,3584.63,122.73,1665.24,2333.14,130.59,92.63,94.74,94.4,0.34,19.15,7.86
"Ben Bishop","BEN.BISHOP","8471750","16-17","L.A/T.B","G","L",1986-11-21,29,2005,3,85,39,2222.62,94.58,1035.73,1461.7,91.28,90.87,93.53,93.76,-0.23,-5.03,-3.3
"Ben Bishop","BEN.BISHOP","8471750","17-18","DAL","G","L",1986-11-21,30,2005,3,85,53,2886.83,120.82,1449.33,1999.22,124.44,91.66,93.96,93.78,0.18,6.31,3.62
"Ben Bishop","BEN.BISHOP","8471750","18-19","DAL","G","L",1986-11-21,31,2005,3,85,46,2637.3,87.55,1313,1825.73,109.29,93.33,95.2,94.01,1.19,30.82,21.74
"Ben Bishop","BEN.BISHOP","8471750","19-20","DAL","G","L",1986-11-21,32,2005,3,85,44,2473.82,104.14,1302.46,1783.74,109.85,92,94.16,93.84,0.32,13.56,5.71
"Ben Scrivens","BEN.SCRIVENS","8475681","11-12","TOR","G","L",1986-09-11,25,2004,NA,NA,12,671.62,34.84,358.07,509.31,34.02,90.27,93.16,93.32,-0.16,-3.85,-0.82
"Ben Scrivens","BEN.SCRIVENS","8475681","12-13","TOR","G","L",1986-09-11,26,2004,NA,NA,20,1024.85,45.72,538.19,755.54,41.94,91.5,93.95,94.45,-0.5,1.69,-3.78
"Ben Scrivens","BEN.SCRIVENS","8475681","13-14","EDM/L.A","G","L",1986-09-11,27,2004,NA,NA,40,2210.11,95.14,1220.96,1729.01,109.59,92.21,94.5,93.66,0.84,9.85,14.45
"Ben Scrivens","BEN.SCRIVENS","8475681","14-15","EDM","G","L",1986-09-11,28,2004,NA,NA,57,3227.57,172.18,1566.14,2211.76,140.02,89.01,92.22,93.67,-1.45,-38.63,-32.16
"Ben Scrivens","BEN.SCRIVENS","8475681","15-16","MTL","G","L",1986-09-11,29,2004,NA,NA,15,821.97,41.13,453.04,604.66,37.85,90.92,93.2,93.74,-0.54,-2.53,-3.28
"Brad Thiessen","BRAD.THIESSEN","8475097","11-12","PIT","G","L",1986-03-19,25,2004,NA,NA,5,257.73,16.13,115.68,169.67,9.51,86.06,90.49,94.4,-3.9,-6.12,-6.62
"Braden Holtby","BRADEN.HOLTBY","8474651","10-11","WSH","G","L",1989-09-16,20,2008,4,93,14,735.98,21.64,326.01,443.62,27.09,93.36,95.12,93.89,1.23,6.8,5.45
"Braden Holtby","BRADEN.HOLTBY","8474651","11-12","WSH","G","L",1989-09-16,21,2008,4,93,7,360.57,15.53,187.55,254.15,16.64,91.72,93.89,93.45,0.44,0.71,1.11
"Braden Holtby","BRADEN.HOLTBY","8474651","12-13","WSH","G","L",1989-09-16,22,2008,4,93,36,2089.23,90.11,1113.37,1468.37,91.17,91.91,93.86,93.79,0.07,7.95,1.06
"Braden Holtby","BRADEN.HOLTBY","8474651","13-14","WSH","G","L",1989-09-16,23,2008,4,93,48,2656.33,126.15,1480.65,2020.28,123.13,91.48,93.76,93.91,-0.15,1.17,-3.02
"Braden Holtby","BRADEN.HOLTBY","8474651","14-15","WSH","G","L",1989-09-16,24,2008,4,93,73,4247.48,155.74,2011.31,2803.37,167.75,92.26,94.44,94.02,0.43,15.77,12.01
"Braden Holtby","BRADEN.HOLTBY","8474651","15-16","WSH","G","L",1989-09-16,25,2008,4,93,66,3841.18,140.14,1776.59,2518.46,154.02,92.11,94.44,93.88,0.55,11.23,13.88
"Braden Holtby","BRADEN.HOLTBY","8474651","16-17","WSH","G","L",1989-09-16,26,2008,4,93,63,3680.17,125.63,1654.15,2377.5,155.66,92.41,94.72,93.45,1.26,17.37,30.03
"Braden Holtby","BRADEN.HOLTBY","8474651","17-18","WSH","G","L",1989-09-16,27,2008,4,93,54,3067.8,152.65,1641.45,2338,152.35,90.7,93.47,93.48,-0.01,-8.68,-0.3
"Braden Holtby","BRADEN.HOLTBY","8474651","18-19","WSH","G","L",1989-09-16,28,2008,4,93,59,3406.57,159.23,1775.16,2532.24,169.29,91.03,93.71,93.31,0.4,0.8,10.06
"Braden Holtby","BRADEN.HOLTBY","8474651","19-20","WSH","G","L",1989-09-16,29,2008,4,93,48,2743.17,141.79,1377.56,1890.51,128.97,89.71,92.5,93.18,-0.68,-17.32,-12.82
"Braden Holtby","BRADEN.HOLTBY","8474651","20-21","VAN","G","L",1989-09-16,30,2008,4,93,21,1260.48,76.98,714.46,1000.88,69.07,89.23,92.31,93.1,-0.79,-11.23,-7.91
"Braden Holtby","BRADEN.HOLTBY","8474651","21-22","DAL","G","L",1989-09-16,31,2008,4,93,24,1318.47,60.85,701.27,968.57,59.73,91.32,93.72,93.83,-0.12,4.24,-1.12
"Brandon Halverson","BRANDON.HALVERSON","8477990","17-18","NYR","G","L",1996-03-29,21,2014,2,59,1,12.55,0.99,6.57,7.7,1.08,84.93,87.14,85.97,1.17,-0.41,0.09
"Brent Johnson","BRENT.JOHNSON","8462161","07-08","WSH","G","L",1977-03-12,30,1995,5,129,19,1032.02,45.09,499.34,644.59,42.33,90.97,93,93.43,-0.43,0.37,-2.76
"Brent Johnson","BRENT.JOHNSON","8462161","08-09","WSH","G","L",1977-03-12,31,1995,5,129,21,1131.15,51.65,566.15,762.02,48.75,90.88,93.22,93.6,-0.38,0.15,-2.9
"Brent Johnson","BRENT.JOHNSON","8462161","09-10","PIT","G","L",1977-03-12,32,1995,5,129,23,1108.13,51.33,552.25,750.75,48.6,90.71,93.16,93.53,-0.36,-2.34,-2.73
"Brent Johnson","BRENT.JOHNSON","8462161","10-11","PIT","G","L",1977-03-12,33,1995,5,129,23,1296.7,45.94,584.86,843.63,50.29,92.15,94.55,94.04,0.52,5.08,4.35
"Brent Johnson","BRENT.JOHNSON","8462161","11-12","PIT","G","L",1977-03-12,34,1995,5,129,16,811.08,40.86,347.46,479.86,30.63,88.24,91.49,93.62,-2.13,-10.79,-10.23
"Brent Krahn","BRENT.KRAHN","8468489","08-09","DAL","G","L",1982-04-02,26,2000,1,9,1,20,2.96,9.94,15.46,1.23,70.22,80.85,92.04,-11.19,-2.05,-1.73
"Brian Boucher","BRIAN.BOUCHER","8462052","07-08","S.J","G","L",1977-01-02,30,1995,1,22,5,238.1,6.56,97.07,143.34,8.39,93.24,95.42,94.15,1.28,2.28,1.83
"Brian Boucher","BRIAN.BOUCHER","8462052","08-09","S.J","G","L",1977-01-02,31,1995,1,22,22,1291.38,45.61,546.17,742.65,50.53,91.65,93.86,93.2,0.66,4.36,4.92
"Brian Boucher","BRIAN.BOUCHER","8462052","09-10","PHI","G","L",1977-01-02,32,1995,1,22,33,1742.03,80.41,820.08,1129.56,73.88,90.19,92.88,93.46,-0.58,-7.65,-6.53
"Brian Boucher","BRIAN.BOUCHER","8462052","10-11","PHI","G","L",1977-01-02,33,1995,1,22,34,1884.57,73.96,890.92,1282.43,79.63,91.7,94.23,93.79,0.44,3.76,5.67
"Brian Boucher","BRIAN.BOUCHER","8462052","11-12","CAR","G","L",1977-01-02,34,1995,1,22,10,546.35,30.95,270.56,376.38,26.89,88.56,91.78,92.86,-1.08,-7.53,-4.06
"Brian Boucher","BRIAN.BOUCHER","8462052","12-13","PHI","G","L",1977-01-02,35,1995,1,22,4,144.02,6.04,59.77,85.2,5.02,89.89,92.91,94.11,-1.2,-0.78,-1.02
"Brian Elliott","BRIAN.ELLIOTT","8470880","07-08","OTT","G","L",1985-04-09,22,2003,9,291,1,59.7,0.94,27.1,36.3,2.94,96.53,97.41,91.9,5.51,1.53,2
"Brian Elliott","BRIAN.ELLIOTT","8470880","08-09","OTT","G","L",1985-04-09,23,2003,9,291,31,1667.03,77.49,791.96,1074.9,66.75,90.22,92.79,93.79,-1,-5.03,-10.74
"Brian Elliott","BRIAN.ELLIOTT","8470880","09-10","OTT","G","L",1985-04-09,24,2003,9,291,55,3037.93,129.31,1427.53,1946.22,123.32,90.94,93.36,93.66,-0.31,-2.67,-5.99
"Brian Elliott","BRIAN.ELLIOTT","8470880","10-11","COL/OTT","G","L",1985-04-09,25,2003,9,291,55,2983.14,167.74,1572.33,2163.67,140.41,89.33,92.25,93.51,-1.26,-30.58,-27.33
"Brian Elliott","BRIAN.ELLIOTT","8470880","11-12","STL","G","L",1985-04-09,26,2003,9,291,38,2234.58,58.18,959.76,1347.17,78.11,93.94,95.68,94.2,1.48,24.88,19.93
"Brian Elliott","BRIAN.ELLIOTT","8470880","12-13","STL","G","L",1985-04-09,27,2003,9,291,24,1291.93,49.85,525.71,747.03,44.2,90.52,93.33,94.08,-0.76,-3.55,-5.65
"Brian Elliott","BRIAN.ELLIOTT","8470880","13-14","STL","G","L",1985-04-09,28,2003,9,291,31,1624.32,52.68,668.75,969.47,56.89,92.12,94.57,94.13,0.43,4.82,4.21
"Brian Elliott","BRIAN.ELLIOTT","8470880","14-15","STL","G","L",1985-04-09,29,2003,9,291,46,2545.8,96.3,1136.28,1598.04,92.37,91.52,93.97,94.22,-0.25,0.6,-3.93
"Brian Elliott","BRIAN.ELLIOTT","8470880","15-16","STL","G","L",1985-04-09,30,2003,9,291,42,2263,78.96,1110.93,1544.87,102.96,92.89,94.89,93.34,1.55,15.69,24
"Brian Elliott","BRIAN.ELLIOTT","8470880","16-17","CGY","G","L",1985-04-09,31,2003,9,291,49,2844.42,121.24,1342.35,1848.99,118.49,90.97,93.44,93.59,-0.15,-5.19,-2.75
"Brian Elliott","BRIAN.ELLIOTT","8470880","17-18","PHI","G","L",1985-04-09,32,2003,9,291,43,2522,110.68,1213.23,1721.26,107.26,90.88,93.57,93.77,-0.2,-4.27,-3.42
"Brian Elliott","BRIAN.ELLIOTT","8470880","18-19","PHI","G","L",1985-04-09,33,2003,9,291,26,1396.72,69.62,753.85,1027.87,67.92,90.76,93.23,93.39,-0.17,-1.67,-1.7
"Brian Elliott","BRIAN.ELLIOTT","8470880","19-20","PHI","G","L",1985-04-09,34,2003,9,291,31,1673.9,78.86,785.43,1053,72.09,89.96,92.51,93.15,-0.64,-7.88,-6.77
"Brian Elliott","BRIAN.ELLIOTT","8470880","20-21","PHI","G","L",1985-04-09,35,2003,9,291,30,1607.72,83.31,759.91,1036.79,63.06,89.04,91.96,93.92,-1.95,-13.38,-20.25
"Brian Elliott","BRIAN.ELLIOTT","8470880","21-22","T.B","G","L",1985-04-09,36,2003,9,291,19,1063.42,42.37,477.46,674.78,42.42,91.13,93.72,93.71,0.01,1.95,0.05
"Brian Foster","BRIAN.FOSTER","8471822","11-12","FLA","G","L",1987-02-04,24,2005,5,161,1,4.87,0,1.1,1.11,0.03,100,100,97.3,2.7,0.1,0.03
"Calvin Heeter","CALVIN.HEETER","8476763","13-14","PHI","G","L",1988-11-02,24,2007,NA,NA,1,63.98,5.35,41.77,50.42,3.18,87.19,89.39,93.69,-4.3,-1.76,-2.17
"Calvin Petersen","CALVIN.PETERSEN","8477361","18-19","L.A","G","R",1994-10-19,23,2013,5,129,11,621.7,26.84,352.5,476.95,28.1,92.39,94.37,94.11,0.26,4.94,1.26
"Calvin Petersen","CALVIN.PETERSEN","8477361","19-20","L.A","G","R",1994-10-19,24,2013,5,129,8,477.37,21.07,266.46,380.05,27.72,92.09,94.46,92.71,1.75,3.01,6.65
"Calvin Petersen","CALVIN.PETERSEN","8477361","20-21","L.A","G","R",1994-10-19,25,2013,5,129,35,2015.85,98.05,1126.41,1537.4,102.93,91.3,93.62,93.3,0.32,5.61,4.88
"Calvin Petersen","CALVIN.PETERSEN","8477361","21-22","L.A","G","R",1994-10-19,26,2013,5,129,37,2176.5,103.79,997.26,1397.43,96.31,89.59,92.57,93.11,-0.54,-11.23,-7.48
"Calvin Pickard","CALVIN.PICKARD","8475717","14-15","COL","G","L",1992-04-15,22,2010,2,49,16,895.1,35.51,517.9,712.1,44.11,93.14,95.01,93.81,1.21,8.66,8.6
"Calvin Pickard","CALVIN.PICKARD","8475717","15-16","COL","G","L",1992-04-15,23,2010,2,49,20,985.43,41.57,546.89,759.82,49.89,92.4,94.53,93.43,1.09,5.02,8.32
"Calvin Pickard","CALVIN.PICKARD","8475717","16-17","COL","G","L",1992-04-15,24,2010,2,49,50,2820.27,141.8,1506.6,2059.56,118.92,90.59,93.12,94.23,-1.11,-11.55,-22.88
"Calvin Pickard","CALVIN.PICKARD","8475717","17-18","TOR","G","L",1992-04-15,25,2010,2,49,1,62.58,3.76,27.48,43.19,1.92,86.32,91.29,95.55,-4.26,-1.35,-1.84
"Calvin Pickard","CALVIN.PICKARD","8475717","18-19","ARI/PHI","G","L",1992-04-15,26,2010,2,49,17,746.8,47.66,385.14,529.16,35.91,87.63,90.99,93.21,-2.22,-12.94,-11.75
"Calvin Pickard","CALVIN.PICKARD","8475717","19-20","DET","G","L",1992-04-15,27,2010,2,49,3,164.88,14.69,77.09,101.52,8.13,80.94,85.53,91.99,-6.46,-7.72,-6.56
"Calvin Pickard","CALVIN.PICKARD","8475717","20-21","DET","G","L",1992-04-15,28,2010,2,49,6,303.52,15.66,128.96,183.46,10.02,87.86,91.46,94.54,-3.07,-3.79,-5.64
"Calvin Pickard","CALVIN.PICKARD","8475717","21-22","DET","G","L",1992-04-15,29,2010,2,49,3,125.63,9.1,74.16,93.6,5.87,87.73,90.28,93.73,-3.45,-2.22,-3.23
"Cam Talbot","CAM.TALBOT","8475660","13-14","NYR","G","L",1987-07-05,26,2005,NA,NA,21,1210.67,32.69,543.64,758.92,46.66,93.99,95.69,93.85,1.84,14.06,13.97
"Cam Talbot","CAM.TALBOT","8475660","14-15","NYR","G","L",1987-07-05,27,2005,NA,NA,36,2094.95,75.67,1023.28,1458.11,91.56,92.61,94.81,93.72,1.09,11.59,15.89
"Cam Talbot","CAM.TALBOT","8475660","15-16","EDM","G","L",1987-07-05,28,2005,NA,NA,56,3213.17,141.3,1667.74,2294.09,147.68,91.53,93.84,93.56,0.28,0.79,6.38
"Cam Talbot","CAM.TALBOT","8475660","16-17","EDM","G","L",1987-07-05,29,2005,NA,NA,73,4294,170.49,2100.36,2874.32,201.69,91.88,94.07,92.98,1.09,11.09,31.2
"Cam Talbot","CAM.TALBOT","8475660","17-18","EDM","G","L",1987-07-05,30,2005,NA,NA,67,3730.1,189.75,2061.57,2805.71,191.84,90.8,93.24,93.16,0.07,-8.93,2.09
"Cam Talbot","CAM.TALBOT","8475660","18-19","EDM/PHI","G","L",1987-07-05,31,2005,NA,NA,35,1905.27,108.99,1017.69,1400.65,91.09,89.29,92.22,93.5,-1.28,-17.24,-17.9
"Cam Talbot","CAM.TALBOT","8475660","19-20","CGY","G","L",1987-07-05,32,2005,NA,NA,26,1434.65,64.63,789.9,1105.45,64.34,91.82,94.15,94.18,-0.03,6.75,-0.29
"Cam Talbot","CAM.TALBOT","8475660","20-21","MIN","G","L",1987-07-05,33,2005,NA,NA,33,1961.45,85.82,1003.89,1407.31,80.2,91.45,93.9,94.3,-0.4,6.57,-5.62
"Cam Talbot","CAM.TALBOT","8475660","21-22","MIN","G","L",1987-07-05,34,2005,NA,NA,49,2864.38,131.87,1477.7,1978.52,114.61,91.08,93.33,94.21,-0.87,5.27,-17.26
"Cam Ward","CAM.WARD","8470320","07-08","CAR","G","L",1984-02-29,23,2002,1,25,69,3930.3,183.23,1862.64,2620.43,175.22,90.16,93.01,93.31,-0.31,-13.65,-8.01
"Cam Ward","CAM.WARD","8470320","08-09","CAR","G","L",1984-02-29,24,2002,1,25,68,3928.05,159.82,1882.47,2659.26,173.44,91.51,93.99,93.48,0.51,12.42,13.62
"Cam Ward","CAM.WARD","8470320","09-10","CAR","G","L",1984-02-29,25,2002,1,25,46,2586.27,116.27,1364.2,1893.88,138.01,91.48,93.86,92.71,1.15,4.75,21.74
"Cam Ward","CAM.WARD","8470320","10-11","CAR","G","L",1984-02-29,26,2002,1,25,73,4258.53,181.57,2341.16,3342.19,214.72,92.24,94.57,93.58,0.99,22.66,33.15
"Cam Ward","CAM.WARD","8470320","11-12","CAR","G","L",1984-02-29,27,2002,1,25,68,3988.05,181.63,2124.27,2992.97,197.3,91.45,93.93,93.41,0.52,2.22,15.67
"Cam Ward","CAM.WARD","8470320","12-13","CAR","G","L",1984-02-29,28,2002,1,25,17,929.45,43.88,478.87,668.58,42.41,90.84,93.44,93.66,-0.22,-1.7,-1.47
"Cam Ward","CAM.WARD","8470320","13-14","CAR","G","L",1984-02-29,29,2002,1,25,30,1645.27,84.02,840.99,1174.06,75.78,90.01,92.84,93.55,-0.7,-11.71,-8.24
"Cam Ward","CAM.WARD","8470320","14-15","CAR","G","L",1984-02-29,30,2002,1,25,51,3025.72,120.38,1355.04,1959.62,119.11,91.12,93.86,93.92,-0.06,-4.82,-1.27
"Cam Ward","CAM.WARD","8470320","15-16","CAR","G","L",1984-02-29,31,2002,1,25,52,3037.83,122.26,1340.31,1913.84,124.86,90.88,93.61,93.48,0.14,-8.07,2.6
"Cam Ward","CAM.WARD","8470320","16-17","CAR","G","L",1984-02-29,32,2002,1,25,61,3617.92,161.99,1717.08,2398.24,156.24,90.57,93.25,93.49,-0.24,-13.54,-5.75
"Cam Ward","CAM.WARD","8470320","17-18","CAR","G","L",1984-02-29,33,2002,1,25,43,2459.33,112.41,1177.38,1624.35,104.76,90.45,93.08,93.55,-0.47,-9.14,-7.65
"Cam Ward","CAM.WARD","8470320","18-19","CHI","G","L",1984-02-29,34,2002,1,25,33,1882.05,115.13,1119.09,1467.58,101.39,89.71,92.16,93.09,-0.94,-14.25,-13.74
"Carey Price","CAREY.PRICE","8471679","07-08","MTL","G","L",1987-08-16,20,2005,1,5,41,2413.37,102.83,1274.23,1765.47,110.08,91.93,94.18,93.76,0.41,13.19,7.25
"Carey Price","CAREY.PRICE","8471679","08-09","MTL","G","L",1987-08-16,21,2005,1,5,52,3035.92,142.28,1518.98,2086.24,135.72,90.63,93.18,93.49,-0.31,-3.3,-6.56
"Carey Price","CAREY.PRICE","8471679","09-10","MTL","G","L",1987-08-16,22,2005,1,5,41,2353.8,109.75,1269.37,1756.72,106.66,91.35,93.75,93.93,-0.18,2.86,-3.09
"Carey Price","CAREY.PRICE","8471679","10-11","MTL","G","L",1987-08-16,23,2005,1,5,72,4206.15,165.15,2138.28,2892.54,186.8,92.28,94.29,93.54,0.75,21.38,21.65
"Carey Price","CAREY.PRICE","8471679","11-12","MTL","G","L",1987-08-16,24,2005,1,5,65,3944.1,160.84,1912.26,2655.52,163.75,91.59,93.94,93.83,0.11,4.66,2.91
"Carey Price","CAREY.PRICE","8471679","12-13","MTL","G","L",1987-08-16,25,2005,1,5,39,2238.3,97.66,1003.24,1369.91,85.13,90.27,92.87,93.79,-0.91,-9.29,-12.53
"Carey Price","CAREY.PRICE","8471679","13-14","MTL","G","L",1987-08-16,26,2005,1,5,59,3464.37,133.84,1828.75,2503.83,157.95,92.68,94.65,93.69,0.96,23.41,24.11
"Carey Price","CAREY.PRICE","8471679","14-15","MTL","G","L",1987-08-16,27,2005,1,5,66,3976.55,130.93,1955.66,2713.7,169.81,93.31,95.18,93.74,1.43,35.84,38.88
"Carey Price","CAREY.PRICE","8471679","15-16","MTL","G","L",1987-08-16,28,2005,1,5,12,698.33,23.02,352.38,474.63,30.68,93.47,95.15,93.54,1.61,7,7.66
"Carey Price","CAREY.PRICE","8471679","16-17","MTL","G","L",1987-08-16,29,2005,1,5,62,3708.13,137.79,1797.06,2414.43,151.53,92.33,94.29,93.72,0.57,17.57,13.74
"Carey Price","CAREY.PRICE","8471679","17-18","MTL","G","L",1987-08-16,30,2005,1,5,49,2854.62,149.45,1519.09,2037.89,123.82,90.16,92.67,93.92,-1.26,-16.21,-25.63
"Carey Price","CAREY.PRICE","8471679","18-19","MTL","G","L",1987-08-16,31,2005,1,5,66,3880.25,160.97,1942.45,2639.94,165.43,91.71,93.9,93.73,0.17,14.14,4.46
"Carey Price","CAREY.PRICE","8471679","19-20","MTL","G","L",1987-08-16,32,2005,1,5,58,3439.82,160.49,1745.28,2342.49,149.45,90.8,93.15,93.62,-0.47,-2.79,-11.04
"Carey Price","CAREY.PRICE","8471679","20-21","MTL","G","L",1987-08-16,33,2005,1,5,25,1478.75,65.23,651.15,915.46,57.3,89.98,92.87,93.74,-0.87,-5.31,-7.93
"Carey Price","CAREY.PRICE","8471679","21-22","MTL","G","L",1987-08-16,34,2005,1,5,5,297.5,18.55,155.69,210.9,16.15,88.09,91.2,92.34,-1.14,-4.1,-2.4
"Carter Hart","CARTER.HART","8479394","18-19","PHI","G","L",1998-08-13,20,2016,2,48,31,1716.92,82.93,995.25,1316.79,80.23,91.67,93.7,93.91,-0.21,6.79,-2.7
"Carter Hart","CARTER.HART","8479394","19-20","PHI","G","L",1998-08-13,21,2016,2,48,43,2355.83,94.14,1104.96,1539.69,101.39,91.48,93.89,93.41,0.47,5.7,7.25
"Carter Hart","CARTER.HART","8479394","20-21","PHI","G","L",1998-08-13,22,2016,2,48,27,1456.32,89.75,728.26,973.38,65.41,87.68,90.78,93.28,-2.5,-22.73,-24.34
"Carter Hart","CARTER.HART","8479394","21-22","PHI","G","L",1998-08-13,23,2016,2,48,45,2603.07,139.35,1477.38,1986.54,132.35,90.57,92.99,93.34,-0.35,-2.23,-7
"Carter Hutton","CARTER.HUTTON","8475622","12-13","CHI","G","L",1985-12-19,26,2004,NA,NA,1,58.73,3.01,29.83,47.06,2.72,89.91,93.6,94.22,-0.62,-0.38,-0.29
"Carter Hutton","CARTER.HUTTON","8475622","13-14","NSH","G","L",1985-12-19,27,2004,NA,NA,40,2085.28,90.37,997.61,1376.79,78.17,90.94,93.44,94.32,-0.89,-4.59,-12.2
"Carter Hutton","CARTER.HUTTON","8475622","14-15","NSH","G","L",1985-12-19,28,2004,NA,NA,18,1009.85,42.83,448.2,648.16,39.31,90.44,93.39,93.94,-0.54,-4.61,-3.52
"Carter Hutton","CARTER.HUTTON","8475622","15-16","NSH","G","L",1985-12-19,29,2004,NA,NA,17,978.93,36.8,455.54,646.5,39.6,91.92,94.31,93.87,0.43,2.01,2.8
"Carter Hutton","CARTER.HUTTON","8475622","16-17","STL","G","L",1985-12-19,30,2004,NA,NA,30,1459.05,58.77,667.01,931.9,57.14,91.19,93.69,93.87,-0.17,-1.1,-1.63
"Carter Hutton","CARTER.HUTTON","8475622","17-18","STL","G","L",1985-12-19,31,2004,NA,NA,32,1609.53,55.85,802.8,1075.07,68.53,93.04,94.8,93.63,1.18,14.56,12.68
"Carter Hutton","CARTER.HUTTON","8475622","18-19","BUF","G","L",1985-12-19,32,2004,NA,NA,50,2839.62,142.01,1564.04,2145.29,128.82,90.92,93.38,94,-0.61,-1.01,-13.19
"Carter Hutton","CARTER.HUTTON","8475622","19-20","BUF","G","L",1985-12-19,33,2004,NA,NA,31,1775.43,93.17,916.67,1263.51,79.68,89.84,92.63,93.69,-1.07,-10.34,-13.49
"Carter Hutton","CARTER.HUTTON","8475622","20-21","BUF","G","L",1985-12-19,34,2004,NA,NA,13,674.72,40.53,363.56,489.92,32.83,88.85,91.73,93.3,-1.57,-7.07,-7.7
"Carter Hutton","CARTER.HUTTON","8475622","21-22","ARI","G","L",1985-12-19,35,2004,NA,NA,3,115.97,14.97,59.56,79.24,4.6,74.87,81.11,94.19,-13.09,-9.44,-10.37
"Casey Desmith","CASEY.DESMITH","8479193","17-18","PIT","G","L",1991-08-13,26,2009,NA,NA,14,700.15,27.63,351.66,484.74,32.9,92.14,94.3,93.21,1.09,3.21,5.27
"Casey Desmith","CASEY.DESMITH","8479193","18-19","PIT","G","L",1991-08-13,27,2009,NA,NA,36,1943.55,88.78,1058.21,1399.02,89.38,91.61,93.65,93.61,0.04,6.61,0.6
"Casey Desmith","CASEY.DESMITH","8479193","20-21","PIT","G","L",1991-08-13,29,2009,NA,NA,20,1132.32,47.31,542.82,710.33,51.63,91.28,93.34,92.73,0.61,2.65,4.32
"Casey Desmith","CASEY.DESMITH","8479193","21-22","PIT","G","L",1991-08-13,30,2009,NA,NA,26,1418.15,65.97,767.14,1021.9,64.99,91.4,93.54,93.64,-0.1,5.22,-0.98
