"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_EV","TOI_SH","FA_EV","FA_SH","EVD_GAR","SHD_GAR","Take_GAR","Draw_GAR","GAR","WAR","SPAR"
"Artyom Zagidulin","ARTYOM.ZAGIDULIN","8481501","20-21","CGY","G","L",1995-08-08,25,2013,NA,NA,1,28.2,0,20,0,-0.1,0,0,0,-0.1,0,0
"Arvid Soderblom","ARVID.SODERBLOM","8482821","21-22","CHI","G","L",1999-08-19,22,2017,NA,NA,3,130.1,11.2,95,28,-2.8,-0.1,0,0,-2.9,-0.5,-1
"Ben Bishop","BEN.BISHOP","8471750","08-09","STL","G","L",1986-11-21,21,2005,3,85,6,245,32.3,130,41,-1.1,0.8,0,-0.1,-0.4,-0.1,-0.1
"Ben Bishop","BEN.BISHOP","8471750","10-11","STL","G","L",1986-11-21,23,2005,3,85,7,368.8,29.3,187,34,-1.9,0.3,0,0.1,-1.5,-0.3,-0.5
"Ben Bishop","BEN.BISHOP","8471750","11-12","OTT","G","L",1986-11-21,24,2005,3,85,10,531.6,44.4,248,58,0.6,0.5,-0.2,0.9,1.8,0.3,0.6
"Ben Bishop","BEN.BISHOP","8471750","12-13","OTT/T.B","G","L",1986-11-21,25,2005,3,85,22,1260.6,125.4,789,150,8.7,2.1,-0.2,-0.4,10.3,1.9,3.5
"Ben Bishop","BEN.BISHOP","8471750","13-14","T.B","G","L",1986-11-21,26,2005,3,85,63,3586.3,336.8,1941,439,26.6,3.9,0,0.3,30.8,5.8,10.9
"Ben Bishop","BEN.BISHOP","8471750","14-15","T.B","G","L",1986-11-21,27,2005,3,85,62,3519,306.8,1718,408,3.3,7.7,0,0.9,11.9,2.3,4.3
"Ben Bishop","BEN.BISHOP","8471750","15-16","T.B","G","L",1986-11-21,28,2005,3,85,61,3584.6,309.4,1838,397,13,7.8,-0.2,1.3,21.9,4.2,8.1
"Ben Bishop","BEN.BISHOP","8471750","16-17","L.A/T.B","G","L",1986-11-21,29,2005,3,85,39,2222.6,206.9,1184,236,3.3,0.2,-0.6,0,2.9,0.5,1
"Ben Bishop","BEN.BISHOP","8471750","17-18","DAL","G","L",1986-11-21,30,2005,3,85,53,2886.8,279.2,1528,358,8.8,4.2,0,-0.4,12.6,2.5,4.7
"Ben Bishop","BEN.BISHOP","8471750","18-19","DAL","G","L",1986-11-21,31,2005,3,85,46,2637.3,206.5,1518,230,25.4,7.1,0,0.9,33.3,6.2,11.7
"Ben Bishop","BEN.BISHOP","8471750","19-20","DAL","G","L",1986-11-21,32,2005,3,85,44,2473.8,210.4,1409,252,15.3,4.6,0.1,-0.3,19.8,3.5,6.8
"Ben Scrivens","BEN.SCRIVENS","8475681","11-12","TOR","G","L",1986-09-11,25,2004,NA,NA,12,671.6,57.3,427,74,4.6,-0.2,-0.2,0,4.2,0.7,1.4
"Ben Scrivens","BEN.SCRIVENS","8475681","12-13","TOR","G","L",1986-09-11,26,2004,NA,NA,20,1024.8,105.6,626,112,0.1,1.4,-0.3,0.5,1.6,0.3,0.5
"Ben Scrivens","BEN.SCRIVENS","8475681","13-14","EDM/L.A","G","L",1986-09-11,27,2004,NA,NA,40,2210.1,221.5,1351,286,16.3,5.2,-0.2,0.3,21.7,4.1,7.7
"Ben Scrivens","BEN.SCRIVENS","8475681","14-15","EDM","G","L",1986-09-11,28,2004,NA,NA,57,3227.6,243.7,1846,276,-13.3,-4.6,-0.4,0.9,-17.4,-3.3,-6.3
"Ben Scrivens","BEN.SCRIVENS","8475681","15-16","MTL","G","L",1986-09-11,29,2004,NA,NA,15,822,72.1,479,97,2.9,1,0,0.3,4.2,0.8,1.6
"Brad Thiessen","BRAD.THIESSEN","8475097","11-12","PIT","G","L",1986-03-19,25,2004,NA,NA,5,257.7,20.5,128,27,-2.4,-0.3,-0.2,-0.1,-3,-0.5,-1
"Braden Holtby","BRADEN.HOLTBY","8474651","10-11","WSH","G","L",1989-09-16,20,2008,4,93,14,736,73.7,356,68,4.1,3.1,0.1,-0.2,6.9,1.2,2.4
"Braden Holtby","BRADEN.HOLTBY","8474651","11-12","WSH","G","L",1989-09-16,21,2008,4,93,7,360.6,25,211,34,2.4,-0.3,0,-0.1,2,0.3,0.6
"Braden Holtby","BRADEN.HOLTBY","8474651","12-13","WSH","G","L",1989-09-16,22,2008,4,93,36,2089.2,184,1171,236,10.4,-1.9,-0.1,-0.3,8.1,1.5,2.8
"Braden Holtby","BRADEN.HOLTBY","8474651","13-14","WSH","G","L",1989-09-16,23,2008,4,93,48,2656.3,236.3,1576,354,12.5,-3.9,0,0.1,8.7,1.7,3.1
"Braden Holtby","BRADEN.HOLTBY","8474651","14-15","WSH","G","L",1989-09-16,24,2008,4,93,73,4247.5,375.6,2206,493,21.1,6.7,-0.3,-0.1,27.4,5.2,10
"Braden Holtby","BRADEN.HOLTBY","8474651","15-16","WSH","G","L",1989-09-16,25,2008,4,93,66,3841.2,324.6,2041,382,17.4,3.8,-0.2,-0.5,20.5,4,7.6
"Braden Holtby","BRADEN.HOLTBY","8474651","16-17","WSH","G","L",1989-09-16,26,2008,4,93,63,3680.2,313.9,2008,294,35.5,-0.6,0.2,-0.3,34.8,6.6,12.7
"Braden Holtby","BRADEN.HOLTBY","8474651","17-18","WSH","G","L",1989-09-16,27,2008,4,93,54,3067.8,284.4,1898,362,8.5,3,0,-0.2,11.2,2.2,4.2
"Braden Holtby","BRADEN.HOLTBY","8474651","18-19","WSH","G","L",1989-09-16,28,2008,4,93,59,3406.6,305.7,2090,332,22.6,-6,0,0.7,17.3,3.2,6.1
"Braden Holtby","BRADEN.HOLTBY","8474651","19-20","WSH","G","L",1989-09-16,29,2008,4,93,48,2743.2,275.2,1536,280,0.5,0.1,-0.3,-0.3,0.1,0,0
"Braden Holtby","BRADEN.HOLTBY","8474651","20-21","VAN","G","L",1989-09-16,30,2008,4,93,21,1043.8,105.7,812,132,-4.8,2.3,0.1,-0.1,-2.5,-0.5,-0.8
"Braden Holtby","BRADEN.HOLTBY","8474651","21-22","DAL","G","L",1989-09-16,31,2008,4,93,24,1096.1,103.7,788,123,9.9,-1.9,-0.1,-0.2,7.8,1.4,2.6
"Brandon Halverson","BRANDON.HALVERSON","8477990","17-18","NYR","G","L",1996-03-29,21,2014,2,59,1,12.6,0,7,0,0,0,0,0,0,0,0
"Brent Johnson","BRENT.JOHNSON","8462161","07-08","WSH","G","L",1977-03-12,30,1995,5,129,19,1032,138.2,465,147,-1.8,3.7,0.1,0,2.2,0.4,0.8
"Brent Johnson","BRENT.JOHNSON","8462161","08-09","WSH","G","L",1977-03-12,31,1995,5,129,21,1131.2,128.7,569,174,0.7,-0.2,-0.5,0.3,0.4,0.1,0.1
"Brent Johnson","BRENT.JOHNSON","8462161","09-10","PIT","G","L",1977-03-12,32,1995,5,129,23,1108.1,126.5,576,124,-0.3,-2,0.1,0.6,-1.7,-0.3,-0.6
"Brent Johnson","BRENT.JOHNSON","8462161","10-11","PIT","G","L",1977-03-12,33,1995,5,129,23,1296.7,141.1,681,151,7.3,2.7,-0.3,0,9.6,1.7,3.3
"Brent Johnson","BRENT.JOHNSON","8462161","11-12","PIT","G","L",1977-03-12,34,1995,5,129,16,811.1,65.2,407,69,-4.4,-1.5,0.1,0.1,-5.8,-1,-1.9
"Brent Krahn","BRENT.KRAHN","8468489","08-09","DAL","G","L",1982-04-02,26,2000,1,9,1,20,2,13,1,0.1,0,0,0,0.1,0,0
"Brian Boucher","BRIAN.BOUCHER","8462052","07-08","S.J","G","L",1977-01-02,30,1995,1,22,5,238.1,29,107,28,1.6,0.5,0,-0.1,2,0.4,0.7
"Brian Boucher","BRIAN.BOUCHER","8462052","08-09","S.J","G","L",1977-01-02,31,1995,1,22,22,1291.4,125,578,140,8.4,2.4,0.1,-0.4,10.5,1.9,3.6
"Brian Boucher","BRIAN.BOUCHER","8462052","09-10","PHI","G","L",1977-01-02,32,1995,1,22,33,1742,185.8,879,185,4.6,-0.6,0,-0.4,3.6,0.7,1.3
"Brian Boucher","BRIAN.BOUCHER","8462052","10-11","PHI","G","L",1977-01-02,33,1995,1,22,34,1884.6,196.8,1043,203,7.8,0.7,0.2,-0.3,8.4,1.5,2.9
"Brian Boucher","BRIAN.BOUCHER","8462052","11-12","CAR","G","L",1977-01-02,34,1995,1,22,10,546.4,47.8,289,54,0.2,-1,0,-0.2,-1,-0.2,-0.3
"Brian Boucher","BRIAN.BOUCHER","8462052","12-13","PHI","G","L",1977-01-02,35,1995,1,22,4,144,14.6,60,16,-0.7,0.2,0,0,-0.5,-0.1,-0.2
"Brian Elliott","BRIAN.ELLIOTT","8470880","07-08","OTT","G","L",1985-04-09,22,2003,9,291,1,59.7,4.4,30,4,0.3,0,0,0,0.3,0.1,0.1
"Brian Elliott","BRIAN.ELLIOTT","8470880","08-09","OTT","G","L",1985-04-09,23,2003,9,291,31,1667,182.2,834,192,5,-7.3,0.2,-0.3,-2.4,-0.4,-0.8
"Brian Elliott","BRIAN.ELLIOTT","8470880","09-10","OTT","G","L",1985-04-09,24,2003,9,291,55,3037.9,307.4,1468,358,-2.7,6.4,0.2,-0.9,3.1,0.6,1.1
"Brian Elliott","BRIAN.ELLIOTT","8470880","10-11","COL/OTT","G","L",1985-04-09,25,2003,9,291,55,2983.1,277.4,1683,373,-13.2,-1.2,0.3,-0.7,-14.7,-2.6,-5
"Brian Elliott","BRIAN.ELLIOTT","8470880","11-12","STL","G","L",1985-04-09,26,2003,9,291,38,2234.6,209.4,1101,216,22.4,5.1,0.1,-0.5,27.1,4.7,8.8
"Brian Elliott","BRIAN.ELLIOTT","8470880","12-13","STL","G","L",1985-04-09,27,2003,9,291,24,1291.9,110.4,625,93,6.5,-2.2,0.1,0.1,4.5,0.8,1.6
"Brian Elliott","BRIAN.ELLIOTT","8470880","13-14","STL","G","L",1985-04-09,28,2003,9,291,31,1624.3,141.2,797,161,5.7,4.7,0.1,-0.4,10.2,1.9,3.6
"Brian Elliott","BRIAN.ELLIOTT","8470880","14-15","STL","G","L",1985-04-09,29,2003,9,291,46,2545.8,206.5,1322,233,9.1,1.4,0.1,-0.1,10.5,2,3.8
"Brian Elliott","BRIAN.ELLIOTT","8470880","15-16","STL","G","L",1985-04-09,30,2003,9,291,42,2263,223.3,1187,286,19.3,7.4,-0.2,-0.4,26.1,5,9.7
"Brian Elliott","BRIAN.ELLIOTT","8470880","16-17","CGY","G","L",1985-04-09,31,2003,9,291,49,2844.4,268.2,1451,318,7.8,2.4,0,-0.3,9.8,1.9,3.6
"Brian Elliott","BRIAN.ELLIOTT","8470880","17-18","PHI","G","L",1985-04-09,32,2003,9,291,43,2522,183.5,1442,205,16.1,-6.7,-0.2,-0.1,9.1,1.8,3.4
"Brian Elliott","BRIAN.ELLIOTT","8470880","18-19","PHI","G","L",1985-04-09,33,2003,9,291,26,1396.7,111,830,148,7.3,-1.1,-0.1,-0.2,6,1.1,2.1
"Brian Elliott","BRIAN.ELLIOTT","8470880","19-20","PHI","G","L",1985-04-09,34,2003,9,291,31,1673.9,149.2,887,138,-3.2,-0.6,-0.1,0,-3.9,-0.7,-1.3
"Brian Elliott","BRIAN.ELLIOTT","8470880","20-21","PHI","G","L",1985-04-09,35,2003,9,291,30,1338,119,823,141,-12.5,0.3,0.1,0,-12.1,-2.2,-4
"Brian Elliott","BRIAN.ELLIOTT","8470880","21-22","T.B","G","L",1985-04-09,36,2003,9,291,19,872,95.5,560,107,6.8,1.7,0.1,-0.1,8.4,1.5,2.8
"Brian Foster","BRIAN.FOSTER","8471822","11-12","FLA","G","L",1987-02-04,24,2005,5,161,1,4.9,0,1,0,0,0,0,0,0,0,0
"Calvin Heeter","CALVIN.HEETER","8476763","13-14","PHI","G","L",1988-11-02,24,2007,NA,NA,1,64,7,38,8,-0.2,0,0,0,-0.2,0,-0.1
"Calvin Petersen","CALVIN.PETERSEN","8477361","18-19","L.A","G","R",1994-10-19,23,2013,5,129,11,621.7,49.9,384,74,9.4,-4.3,0,-0.1,5,0.9,1.8
"Calvin Petersen","CALVIN.PETERSEN","8477361","19-20","L.A","G","R",1994-10-19,24,2013,5,129,8,477.4,41.1,302,56,3.6,2.7,0,0.2,6.5,1.2,2.2
"Calvin Petersen","CALVIN.PETERSEN","8477361","20-21","L.A","G","R",1994-10-19,25,2013,5,129,35,1677.6,151.1,1183,218,15.9,2.8,0.1,-0.1,18.8,3.4,6.3
"Calvin Petersen","CALVIN.PETERSEN","8477361","21-22","L.A","G","R",1994-10-19,26,2013,5,129,37,1819,156,1133,197,1.1,-1.8,0,-0.1,-0.8,-0.1,-0.3
"Calvin Pickard","CALVIN.PICKARD","8475717","14-15","COL","G","L",1992-04-15,22,2010,2,49,16,895.1,88.6,569,107,11.2,-0.8,0.1,0,10.5,2,3.8
"Calvin Pickard","CALVIN.PICKARD","8475717","15-16","COL","G","L",1992-04-15,23,2010,2,49,20,985.4,106,593,122,6.3,4.1,0.1,0.2,10.7,2.1,4
"Calvin Pickard","CALVIN.PICKARD","8475717","16-17","COL","G","L",1992-04-15,24,2010,2,49,50,2820.3,245,1648,293,-7.7,-6.4,0,0,-14.1,-2.7,-5.1
"Calvin Pickard","CALVIN.PICKARD","8475717","17-18","TOR","G","L",1992-04-15,25,2010,2,49,1,62.6,7.9,34,10,0,0,0,0,0,0,0
"Calvin Pickard","CALVIN.PICKARD","8475717","18-19","ARI/PHI","G","L",1992-04-15,26,2010,2,49,17,746.8,62.3,435,76,-2.3,-4,-0.1,0.1,-6.3,-1.2,-2.2
"Calvin Pickard","CALVIN.PICKARD","8475717","19-20","DET","G","L",1992-04-15,27,2010,2,49,3,164.9,10.7,85,13,-3.6,0,0,0,-3.6,-0.6,-1.2
"Calvin Pickard","CALVIN.PICKARD","8475717","20-21","DET","G","L",1992-04-15,28,2010,2,49,6,261.8,17.9,163,12,-6.2,0.3,0,0,-6,-1.1,-2
"Calvin Pickard","CALVIN.PICKARD","8475717","21-22","DET","G","L",1992-04-15,29,2010,2,49,3,102.1,11.1,69,21,-0.1,-0.6,0,0,-0.7,-0.1,-0.2
"Cam Talbot","CAM.TALBOT","8475660","13-14","NYR","G","L",1987-07-05,26,2005,NA,NA,21,1210.7,100.7,635,110,12.9,4.7,0.1,-0.1,17.7,3.3,6.3
"Cam Talbot","CAM.TALBOT","8475660","14-15","NYR","G","L",1987-07-05,27,2005,NA,NA,36,2094.9,169.4,1269,153,19.3,1.8,0.1,-0.5,20.7,3.9,7.5
"Cam Talbot","CAM.TALBOT","8475660","15-16","EDM","G","L",1987-07-05,28,2005,NA,NA,56,3213.2,299.9,1805,377,3.6,7.3,0.2,0,11.1,2.1,4.1
"Cam Talbot","CAM.TALBOT","8475660","16-17","EDM","G","L",1987-07-05,29,2005,NA,NA,73,4294,328.1,2360,417,33.1,3,0.1,-0.6,35.5,6.7,12.9
"Cam Talbot","CAM.TALBOT","8475660","17-18","EDM","G","L",1987-07-05,30,2005,NA,NA,67,3730.1,301,2312,366,13.4,0.9,-0.5,-0.3,13.5,2.6,5
"Cam Talbot","CAM.TALBOT","8475660","18-19","EDM/PHI","G","L",1987-07-05,31,2005,NA,NA,35,1905.3,154.3,1157,175,0.8,-7.4,0.1,0,-6.6,-1.2,-2.3
"Cam Talbot","CAM.TALBOT","8475660","19-20","CGY","G","L",1987-07-05,32,2005,NA,NA,26,1434.7,88.4,926,134,7.9,2.4,0.1,-0.1,10.3,1.8,3.5
"Cam Talbot","CAM.TALBOT","8475660","20-21","MIN","G","L",1987-07-05,33,2005,NA,NA,33,1612.2,152.1,1159,187,11.3,1.5,0.1,-0.2,12.7,2.3,4.3
"Cam Talbot","CAM.TALBOT","8475660","21-22","MIN","G","L",1987-07-05,34,2005,NA,NA,49,2362.5,245.2,1582,323,2,-1.5,0,-0.1,0.3,0.1,0.1
"Cam Ward","CAM.WARD","8470320","07-08","CAR","G","L",1984-02-29,23,2002,1,25,69,3930.3,435.4,1908,488,16.7,-2.5,0.1,-0.5,13.8,2.5,4.8
"Cam Ward","CAM.WARD","8470320","08-09","CAR","G","L",1984-02-29,24,2002,1,25,68,3928.1,366.6,2022,488,32,4.4,0.1,-1,35.5,6.4,12.4
"Cam Ward","CAM.WARD","8470320","09-10","CAR","G","L",1984-02-29,25,2002,1,25,46,2586.3,296.4,1462,358,22.8,3.5,0.2,-0.1,26.4,4.8,9.2
"Cam Ward","CAM.WARD","8470320","10-11","CAR","G","L",1984-02-29,26,2002,1,25,73,4258.5,365.7,2707,498,36.7,9,0.4,0.8,46.9,8.4,16
"Cam Ward","CAM.WARD","8470320","11-12","CAR","G","L",1984-02-29,27,2002,1,25,68,3988.1,313.5,2460,418,28.7,3.6,0.1,0.4,32.7,5.7,10.6
"Cam Ward","CAM.WARD","8470320","12-13","CAR","G","L",1984-02-29,28,2002,1,25,17,929.5,90.9,529,111,2.3,-0.9,0,0.1,1.6,0.3,0.5
"Cam Ward","CAM.WARD","8470320","13-14","CAR","G","L",1984-02-29,29,2002,1,25,30,1645.3,129.7,931,160,-0.8,-2.1,-0.1,0.2,-2.8,-0.5,-1
"Cam Ward","CAM.WARD","8470320","14-15","CAR","G","L",1984-02-29,30,2002,1,25,51,3025.7,194.7,1658,222,5.9,2.7,-0.4,0.4,8.6,1.6,3.1
"Cam Ward","CAM.WARD","8470320","15-16","CAR","G","L",1984-02-29,31,2002,1,25,52,3037.8,192,1619,217,7.9,-0.9,0.2,-0.1,7,1.3,2.6
"Cam Ward","CAM.WARD","8470320","16-17","CAR","G","L",1984-02-29,32,2002,1,25,61,3617.9,247.4,2074,249,-0.3,2.9,-0.4,0.1,2.3,0.4,0.8
"Cam Ward","CAM.WARD","8470320","17-18","CAR","G","L",1984-02-29,33,2002,1,25,43,2459.3,157.9,1383,194,2.5,-0.6,0,-0.3,1.5,0.3,0.6
"Cam Ward","CAM.WARD","8470320","18-19","CHI","G","L",1984-02-29,34,2002,1,25,33,1882,133.8,1217,187,7.7,-10.6,-0.3,0,-3.1,-0.6,-1.1
"Carey Price","CAREY.PRICE","8471679","07-08","MTL","G","L",1987-08-16,20,2005,1,5,41,2413.4,288.1,1296,389,15.5,8.6,0.3,0.1,24.6,4.4,8.6
"Carey Price","CAREY.PRICE","8471679","08-09","MTL","G","L",1987-08-16,21,2005,1,5,52,3035.9,347.6,1530,401,14.2,1.4,-0.1,0.4,15.9,2.9,5.5
"Carey Price","CAREY.PRICE","8471679","09-10","MTL","G","L",1987-08-16,22,2005,1,5,41,2353.8,254.2,1302,294,9.2,1.6,-0.5,-0.2,10,1.8,3.5
"Carey Price","CAREY.PRICE","8471679","10-11","MTL","G","L",1987-08-16,23,2005,1,5,72,4206.1,461.8,2235,535,28.5,5.1,0.1,0.3,34.1,6.1,11.7
"Carey Price","CAREY.PRICE","8471679","11-12","MTL","G","L",1987-08-16,24,2005,1,5,65,3944.1,410,2136,402,7.7,9.7,-0.2,1.2,18.5,3.2,6
"Carey Price","CAREY.PRICE","8471679","12-13","MTL","G","L",1987-08-16,25,2005,1,5,39,2238.3,192.9,1107,217,0.5,-3.6,0.1,0.7,-2.3,-0.4,-0.8
"Carey Price","CAREY.PRICE","8471679","13-14","MTL","G","L",1987-08-16,26,2005,1,5,59,3464.4,343.7,1983,412,29.7,6.6,0,0.5,36.8,7,13.1
"Carey Price","CAREY.PRICE","8471679","14-15","MTL","G","L",1987-08-16,27,2005,1,5,66,3976.6,338.6,2217,381,43.9,4.5,-0.2,0.8,49,9.3,17.8
"Carey Price","CAREY.PRICE","8471679","15-16","MTL","G","L",1987-08-16,28,2005,1,5,12,698.3,66.4,383,79,4.8,2.7,0,0.1,7.6,1.5,2.8
"Carey Price","CAREY.PRICE","8471679","16-17","MTL","G","L",1987-08-16,29,2005,1,5,62,3708.1,311,1963,344,26.8,-2.7,0,0.3,24.4,4.6,8.9
"Carey Price","CAREY.PRICE","8471679","17-18","MTL","G","L",1987-08-16,30,2005,1,5,49,2854.6,241,1597,311,-11.2,-0.2,0.2,0.2,-11,-2.2,-4.1
"Carey Price","CAREY.PRICE","8471679","18-19","MTL","G","L",1987-08-16,31,2005,1,5,66,3880.2,326.8,2169,377,13.7,10,0,-0.4,23.3,4.3,8.2
"Carey Price","CAREY.PRICE","8471679","19-20","MTL","G","L",1987-08-16,32,2005,1,5,58,3439.8,281.4,1876,375,6,3.8,-0.4,-0.4,9.1,1.6,3.1
"Carey Price","CAREY.PRICE","8471679","20-21","MTL","G","L",1987-08-16,33,2005,1,5,25,1253.6,115.8,739,163,8.8,-5.6,0.1,-0.2,3,0.5,1
"Carey Price","CAREY.PRICE","8471679","21-22","MTL","G","L",1987-08-16,34,2005,1,5,5,250.7,24.2,164,29,-4.4,0.9,0,0,-3.5,-0.6,-1.2
"Carter Hart","CARTER.HART","8479394","18-19","PHI","G","L",1998-08-13,20,2016,2,48,31,1716.9,125.6,1087,128,2,4.4,0.1,0,6.5,1.2,2.3
"Carter Hart","CARTER.HART","8479394","19-20","PHI","G","L",1998-08-13,21,2016,2,48,43,2355.8,185,1268,179,15.4,-0.6,0.1,-0.1,14.9,2.7,5.1
"Carter Hart","CARTER.HART","8479394","20-21","PHI","G","L",1998-08-13,22,2016,2,48,27,1197.7,126.2,778,146,-10.7,-5.8,-0.1,-0.2,-16.7,-3,-5.6
"Carter Hart","CARTER.HART","8479394","21-22","PHI","G","L",1998-08-13,23,2016,2,48,45,2162.9,198.2,1599,254,11.2,-4.3,0.1,-0.1,6.9,1.2,2.3
"Carter Hutton","CARTER.HUTTON","8475622","12-13","CHI","G","L",1985-12-19,26,2004,NA,NA,1,58.7,4,34,7,0.2,0,0,0,0.2,0,0.1
"Carter Hutton","CARTER.HUTTON","8475622","13-14","NSH","G","L",1985-12-19,27,2004,NA,NA,40,2085.3,164.8,1146,199,-4.8,-2.1,0,0.1,-6.9,-1.3,-2.5
"Carter Hutton","CARTER.HUTTON","8475622","14-15","NSH","G","L",1985-12-19,28,2004,NA,NA,18,1009.9,88,528,99,-0.7,-0.1,0.1,0.5,-0.2,0,-0.1
"Carter Hutton","CARTER.HUTTON","8475622","15-16","NSH","G","L",1985-12-19,29,2004,NA,NA,17,978.9,78.4,534,85,3,3.3,0.1,0.7,7.1,1.4,2.6
"Carter Hutton","CARTER.HUTTON","8475622","16-17","STL","G","L",1985-12-19,30,2004,NA,NA,30,1459,138.2,739,154,1.6,1.5,-0.2,0.1,3,0.6,1.1
"Carter Hutton","CARTER.HUTTON","8475622","17-18","STL","G","L",1985-12-19,31,2004,NA,NA,32,1609.5,106.5,874,131,15.1,4.6,0.1,-0.1,19.8,3.9,7.4
"Carter Hutton","CARTER.HUTTON","8475622","18-19","BUF","G","L",1985-12-19,32,2004,NA,NA,50,2839.6,222.1,1750,278,2.1,4.7,0,-0.3,6.4,1.2,2.3
"Carter Hutton","CARTER.HUTTON","8475622","19-20","BUF","G","L",1985-12-19,33,2004,NA,NA,31,1775.4,118.2,1049,173,4.1,-1.9,-0.3,0,1.9,0.3,0.6
"Carter Hutton","CARTER.HUTTON","8475622","20-21","BUF","G","L",1985-12-19,34,2004,NA,NA,13,580.2,48.6,394,56,-4.5,0.3,0,-0.1,-4.3,-0.8,-1.4
"Carter Hutton","CARTER.HUTTON","8475622","21-22","ARI","G","L",1985-12-19,35,2004,NA,NA,3,96,6.4,62,11,-4.7,-0.5,0,0,-5.2,-0.9,-1.7
"Casey Desmith","CASEY.DESMITH","8479193","17-18","PIT","G","L",1991-08-13,26,2009,NA,NA,14,700.1,56.2,395,62,7,-0.9,-0.1,-0.1,5.8,1.1,2.2
"Casey Desmith","CASEY.DESMITH","8479193","18-19","PIT","G","L",1991-08-13,27,2009,NA,NA,36,1943.6,156.6,1147,187,10.7,1.5,-0.1,-0.2,11.9,2.2,4.2
"Casey Desmith","CASEY.DESMITH","8479193","20-21","PIT","G","L",1991-08-13,29,2009,NA,NA,20,937.5,92.9,575,92,10.3,-1.2,0.1,-0.1,9,1.6,3
"Casey Desmith","CASEY.DESMITH","8479193","21-22","PIT","G","L",1991-08-13,30,2009,NA,NA,26,1197.1,105.1,842,140,8,-0.4,0.1,-0.2,7.5,1.3,2.5
"Cayden Primeau","CAYDEN.PRIMEAU","8480051","19-20","MTL","G","L",1999-08-11,20,2017,7,199,2,119.1,14.4,73,19,1.1,0.1,0,0,1.2,0.2,0.4
"Cayden Primeau","CAYDEN.PRIMEAU","8480051","20-21","MTL","G","L",1999-08-11,21,2017,7,199,4,174,11.5,108,16,-4.1,0,0,0.2,-3.9,-0.7,-1.3
"Cayden Primeau","CAYDEN.PRIMEAU","8480051","21-22","MTL","G","L",1999-08-11,22,2017,7,199,12,439.2,42.5,342,55,-8.7,-2.2,0,-0.1,-11,-1.9,-3.7
"Cedrick Desjardins","CEDRICK.DESJARDINS","8473638","10-11","T.B","G","R",1985-09-30,24,2004,NA,NA,2,120.3,12.1,62,13,1,0.1,0,0,1.1,0.2,0.4
"Cedrick Desjardins","CEDRICK.DESJARDINS","8473638","12-13","T.B","G","R",1985-09-30,26,2004,NA,NA,3,160.1,10.3,86,15,-0.2,0,0,0.1,0,0,0
"Cedrick Desjardins","CEDRICK.DESJARDINS","8473638","13-14","T.B","G","R",1985-09-30,27,2004,NA,NA,1,18,0,16,0,0.1,0,0,0,0.1,0,0
"Chad Johnson","CHAD.JOHNSON","8473434","09-10","NYR","G","L",1986-06-10,23,2006,5,125,5,280.7,33.2,141,31,0.2,0.4,0,-0.1,0.6,0.1,0.2
"Chad Johnson","CHAD.JOHNSON","8473434","10-11","NYR","G","L",1986-06-10,24,2006,5,125,1,20,2,14,2,0.1,0,0,0,0.1,0,0
"Chad Johnson","CHAD.JOHNSON","8473434","12-13","ARI","G","L",1986-06-10,26,2006,5,125,4,246.6,22.5,139,15,5.1,0,0,-0.1,5.1,0.9,1.7
"Chad Johnson","CHAD.JOHNSON","8473434","13-14","BOS","G","L",1986-06-10,27,2006,5,125,27,1510.8,144.5,760,150,10.8,2.1,0.1,-0.3,12.7,2.4,4.5
"Chad Johnson","CHAD.JOHNSON","8473434","14-15","NYI","G","L",1986-06-10,28,2006,5,125,19,1052.8,79.8,593,76,-5.4,-4.5,0.1,0.3,-9.5,-1.8,-3.4
"Chad Johnson","CHAD.JOHNSON","8473434","15-16","BUF","G","L",1986-06-10,29,2006,5,125,45,2591.1,207.2,1447,278,9,4.6,0.1,-0.3,13.4,2.6,5
"Chad Johnson","CHAD.JOHNSON","8473434","16-17","CGY","G","L",1986-06-10,30,2006,5,125,36,2013.2,195,1108,218,6.8,-0.1,0.1,-0.4,6.5,1.2,2.4
"Chad Johnson","CHAD.JOHNSON","8473434","17-18","BUF","G","L",1986-06-10,31,2006,5,125,36,1773.5,148.5,1067,195,-12.2,-3,0.1,0.5,-14.6,-2.8,-5.4
"Chad Johnson","CHAD.JOHNSON","8473434","18-19","ANA/STL","G","L",1986-06-10,32,2006,5,125,19,810.5,75.3,460,88,-11.3,0.5,0,0.1,-10.6,-2,-3.7
"Charlie Lindgren","CHARLIE.LINDGREN","8479292","15-16","MTL","G","R",1993-12-18,21,2012,NA,NA,1,60,0.7,33,1,0.2,0,0,0,0.2,0,0.1
"Charlie Lindgren","CHARLIE.LINDGREN","8479292","16-17","MTL","G","R",1993-12-18,22,2012,NA,NA,2,121.7,2.9,71,3,0.7,0,0,0,0.7,0.1,0.3
"Charlie Lindgren","CHARLIE.LINDGREN","8479292","17-18","MTL","G","R",1993-12-18,23,2012,NA,NA,14,833,71.5,517,99,8.3,-1.4,-0.2,-0.1,6.6,1.3,2.5
"Charlie Lindgren","CHARLIE.LINDGREN","8479292","18-19","MTL","G","R",1993-12-18,24,2012,NA,NA,1,65,2,58,5,0.3,0,0,0,0.3,0.1,0.1
